"Unique Line ID","Fiscal Year Ending","County","County Name","Public Safety & Legal Services","Physical Health & Social Services","Mental Health MR, DD","County Environment & Education","Roads & Transportation","Government Services to Residents","Administration","Nonprogram Current","Debt Service","Capital Projects","Sub-Total Expenditures","Operating Transfers Out","Refunded Debt/Escrow","Total Expenditures","Increase (Decrease) in Reserves","Total Ending Fund Balance","Total Requirements","Primary County Coordinates"
"2012_38_GRUNDY_EXPEND_SA","6/30/2012","38","GRUNDY","$1,765,442","$539,263","$1,251,384","$1,697,876","$3,899,302","$449,843","$1,842,742","$0","$1,294,330","$1,634,228","$14,374,410","$2,244,213","$0","$16,618,623","$0","$3,893,945","$20,512,568",
"2018_4_APPANOOSE_EXPEND_SA","6/30/2018","4","APPANOOSE","$2,692,208","$885,701","$507,103","$793,613","$3,493,000","$542,085","$1,104,838","$0","$150,092","$568,754","$10,737,394","$735,590","$0","$11,472,984","$0","$5,987,738","$17,460,722",
"2024_2_ADAMS_EXPEND_SA","6/30/2024","2","ADAMS","$2,128,649","$253,948","$0","$1,285,875","$5,044,675","$474,720","$1,330,130","$0","$540,775","$536,732","$11,595,504","$1,634,325","$0","$13,229,829","$0","$3,935,671","$17,165,500",
"2007_20_CLARKE_EXPEND_SA","6/30/2007","20","CLARKE","$1,452,849","$939,705","$1,064,940","$266,067","$2,184,800","$297,241","$725,966","$0","$528,650","$127,300","$7,587,518","$522,842",,"$8,110,360","$0","$3,476,828","$11,587,188",
"2007_79_POWESHIEK_EXPEND_SA","6/30/2007","79","POWESHIEK","$2,148,640","$421,381","$1,560,780","$613,441","$4,559,085","$624,088","$1,269,044","$232,551","$180,000","$1,549,000","$13,158,010","$1,651,818",,"$14,809,828","$0","$2,624,063","$17,433,891",
"2015_79_POWESHIEK_EXPEND_SA","6/30/2015","79","POWESHIEK","$2,973,131","$432,776","$1,157,777","$494,205","$5,851,040","$769,505","$1,448,478","$185,572","$847,053","$892,500","$15,052,037","$2,225,353","$0","$17,277,390","$0","$5,188,843","$22,466,233",
"2020_38_GRUNDY_EXPEND_SA","6/30/2020","38","GRUNDY","$2,153,422","$549,879","$736,888","$968,941","$5,700,704","$502,893","$1,951,546","$0","$1,832,578","$1,801,013","$16,197,864","$2,709,492","$0","$18,907,356","$0","$3,793,366","$22,700,722",
"2025_83_SHELBY_EXPEND_SA","6/30/2025","83","SHELBY","$5,947,795","$995,964","$0","$781,463","$7,140,945","$528,962","$1,935,736","$333,000","$344,700","$1,072,500","$19,081,065","$4,251,957","$0","$23,333,022","$0","$3,921,221","$27,254,243",
"2019_58_LOUISA_EXPEND_SA","6/30/2019","58","LOUISA","$3,188,530","$813,064","$438,004","$1,142,322","$4,089,553","$382,016","$1,287,033","$0","$339,870","$11,258,342","$22,938,734","$1,600,620","$0","$24,539,354","$0","$3,358,458","$27,897,812",
"2023_27_DECATUR_EXPEND_SA","6/30/2023","27","DECATUR","$1,970,197","$649,391","$0","$630,264","$3,791,082","$417,217","$1,060,371","$0","$259,450","$282,000","$9,059,972","$687,323","$0","$9,747,295","$0","$3,422,742","$13,170,037",
"2021_35_FRANKLIN_EXPEND_SA","6/30/2021","35","FRANKLIN","$2,136,297","$1,631,543","$394,128","$1,304,816","$6,967,000","$553,109","$2,362,572","$0","$3,441,000","$677,000","$19,467,465","$3,685,479","$0","$23,152,944","$0","$8,848,011","$32,000,955",
"2015_5_AUDUBON_EXPEND_SA","6/30/2015","5","AUDUBON","$1,429,804","$595,074","$197,058","$488,397","$3,342,871","$300,162","$701,061","$0","$341,805","$753,347","$8,149,579","$999,190","$0","$9,148,769","$0","$3,115,855","$12,264,624",
"2019_16_CEDAR_EXPEND_SA","6/30/2019","16","CEDAR","$4,215,077","$1,381,519","$624,631","$2,062,945","$6,782,600","$546,065","$1,803,516","$7,000","$0","$1,075,000","$18,498,353","$2,542,162","$0","$21,040,515","$0","$4,142,373","$25,182,888",
"2019_37_GREENE_EXPEND_SA","6/30/2019","37","GREENE","$1,945,560","$616,660","$375,490","$696,323","$5,906,100","$396,638","$1,963,653","$210,000","$0","$241,517","$12,351,941","$1,573,150","$0","$13,925,091","$0","$3,111,798","$17,036,889",
"2008_12_BUTLER_EXPEND_SA","6/30/2008","12","BUTLER","$1,617,230","$1,410,492","$1,450,400","$728,033","$4,187,000","$424,379","$1,256,857","$7,500","$38,943","$1,634,000","$12,754,834","$1,253,650","$0","$14,008,484","$0","$3,030,673","$17,039,157",
"2020_85_STORY_EXPEND_SA","6/30/2020","85","STORY","$13,138,790","$2,668,123","$1,927,134","$4,562,290","$6,382,925","$1,551,138","$6,642,224","$50,000","$1,672,400","$4,954,463","$43,549,487","$3,500,000","$0","$47,049,487","$0","$17,810,896","$64,860,383",
"2024_59_LUCAS_EXPEND_SA","6/30/2024","59","LUCAS","$1,481,787","$928,753","$0","$859,860","$4,779,433","$420,553","$2,059,287","$0","$0","$757,246","$11,286,919","$845,511","$0","$12,132,430","$0","$1,980,432","$14,112,862",
"2012_49_JACKSON_EXPEND_SA","6/30/2012","49","JACKSON","$1,765,780","$381,210","$2,652,985","$1,408,083","$4,485,312","$557,783","$1,390,325","$121,900","$0","$211,072","$12,974,450","$990,000","$0","$13,964,450","$0","$3,756,566","$17,721,016",
"2015_84_SIOUX_EXPEND_SA","6/30/2015","84","SIOUX","$4,452,211","$770,056","$1,670,537","$2,113,961","$5,912,825","$907,351","$2,369,172","$92,000","$889,239","$2,305,050","$21,482,402","$2,999,458","$0","$24,481,860","$0","$10,140,187","$34,622,047",
"2020_60_LYON_EXPEND_SA","6/30/2020","60","LYON","$3,511,588","$648,763","$266,263","$922,303","$5,635,000","$511,906","$1,233,072","$194,298","$632,400","$3,186,000","$16,741,593","$3,765,567","$0","$20,507,160","$0","$7,384,461","$27,891,621",
"2025_35_FRANKLIN_EXPEND_SA","6/30/2025","35","FRANKLIN","$2,409,917","$1,433,554","$0","$1,107,281","$7,340,500","$787,111","$6,300,017","$0","$0","$400,000","$19,778,380","$3,352,312","$0","$23,130,692","$0","$13,689,297","$36,819,989",
"2005_6_BENTON_EXPEND_SA","6/30/2005","6","BENTON","$2,409,458","$713,912","$1,826,748","$1,298,021","$5,355,051","$660,204","$1,250,584","$4,000","$302,628","$2,986,254","$16,806,860","$3,112,249",,"$19,919,109","$0","$3,958,330","$23,877,439",
"2022_46_HUMBOLDT_EXPEND_SA","6/30/2022","46","HUMBOLDT","$2,568,562","$409,451","$455,486","$892,715","$4,276,356","$551,801","$1,463,912","$13,000","$350,513","$1,530,000","$12,511,796","$1,879,085","$0","$14,390,881","$0","$5,114,072","$19,504,953",
"2013_82_SCOTT_EXPEND_SA","6/30/2013","82","SCOTT","$28,801,440","$6,107,415","$16,926,575","$4,662,956","$5,780,000","$2,284,878","$9,890,135","$0","$4,363,865","$3,989,030","$82,806,294","$10,635,264","$0","$93,441,558","$0","$18,018,105","$111,459,663",
"2017_18_CHEROKEE_EXPEND_SA","6/30/2017","18","CHEROKEE","$2,316,068","$389,761","$465,800","$974,912","$5,290,631","$558,589","$1,536,598","$0","$0","$3,206,000","$14,738,359","$1,950,000","$0","$16,688,359","$0","$7,501,248","$24,189,607",
"2009_54_KEOKUK_EXPEND_SA","6/30/2009","54","KEOKUK","$843,543","$688,493","$1,037,696","$356,150","$3,457,100","$345,010","$1,496,195","$0","$0","$584,000","$8,808,187","$1,004,000","$0","$9,812,187","$0","$3,125,443","$12,937,630",
"2006_22_CLAYTON_EXPEND_SA","6/30/2006","22","CLAYTON","$1,974,014","$485,043","$1,517,859","$940,704","$5,108,550","$517,416","$1,172,696","$1,300","$1,244,254","$2,703,132","$15,664,968","$1,190,000",,"$16,854,968","$0","$4,856,097","$21,711,065",
"2026_21_CLAY_EXPEND_SA","6/30/2026","21","CLAY","$4,483,280","$786,446","$0","$1,448,517","$8,277,993","$690,932","$4,057,832","$0","$1,776,722","$4,649,622","$26,171,344","$3,915,391","$0","$30,086,735","$0","$9,885,292","$39,972,027",
"2007_50_JASPER_EXPEND_SA","6/30/2007","50","JASPER","$4,114,673","$1,874,920","$4,179,798","$1,134,192","$5,382,540","$828,705","$2,389,518","$5,000","$1,493,905","$1,213,395","$22,616,646","$2,725,562",,"$25,342,208","$0","$3,656,366","$28,998,574",
"2021_8_BOONE_EXPEND_SA","6/30/2021","8","BOONE","$4,553,371","$767,049","$740,200","$1,403,925","$7,061,494","$745,947","$2,229,716","$100,000","$715,998","$1,425,000","$19,742,700","$3,728,343","$0","$23,471,043","$0","$3,583,199","$27,054,242",
"2026_36_FREMONT_EXPEND_SA","6/30/2026","36","FREMONT","$4,133,020","$418,362","$0","$513,777","$5,801,000","$674,077","$2,033,957","$10,000","$693,696","$2,565,000","$16,842,889","$1,831,471","$0","$18,674,360","$0","$5,699,703","$24,374,063",
"2016_54_KEOKUK_EXPEND_SA","6/30/2016","54","KEOKUK","$1,177,927","$727,404","$673,625","$361,591","$4,631,200","$407,876","$1,927,119","$0","$0","$493,000","$10,399,742","$1,346,150","$0","$11,745,892","$0","$2,724,235","$14,470,127",
"2008_83_SHELBY_EXPEND_SA","6/30/2008","83","SHELBY","$1,644,499","$423,949","$1,997,291","$358,719","$4,330,550","$418,272","$1,046,609","$0","$228,609","$507,473","$10,955,971","$1,812,983","$0","$12,768,954","$0","$2,562,961","$15,331,915",
"2017_82_SCOTT_EXPEND_SA","6/30/2017","82","SCOTT","$29,723,373","$6,559,546","$5,070,706","$4,845,056","$6,198,523","$2,431,520","$11,039,710","$0","$3,866,579","$9,780,100","$79,515,113","$13,042,109","$0","$92,557,222","$0","$29,972,565","$122,529,787",
"2013_87_TAYLOR_EXPEND_SA","6/30/2013","87","TAYLOR","$893,508","$1,086,472","$538,588","$232,395","$3,127,000","$317,235","$654,323","$0","$842,529","$6,002,000","$13,694,050","$696,910","$0","$14,390,960","$0","$2,024,214","$16,415,174",
"2009_45_HOWARD_EXPEND_SA","6/30/2009","45","HOWARD","$1,131,713","$466,863","$1,356,176","$952,732","$2,918,553","$314,131","$875,257","$1,000","$49,940","$39,387","$8,105,752","$861,063","$0","$8,966,815","$0","$1,751,102","$10,717,917",
"2011_62_MAHASKA_EXPEND_SA","6/30/2011","62","MAHASKA","$2,832,419","$797,842","$2,698,263","$946,164","$4,919,500","$596,189","$1,350,576","$931,500","$8,490","$816,500","$15,897,443","$1,696,285","$0","$17,593,728","$0","$7,597,939","$25,191,667",
"2010_17_CERRO GORDO_EXPEND_SA","6/30/2010","17","CERRO GORDO","$7,446,909","$5,256,545","$6,457,283","$1,268,747","$5,395,611","$1,016,147","$2,537,360","$40,500","$978,696","$3,150,000","$33,547,798","$4,248,116","$0","$37,795,914","$0","$8,277,545","$46,073,459",
"2024_91_WARREN_EXPEND_SA","6/30/2024","91","WARREN","$9,744,728","$2,925,962","$0","$4,458,439","$12,938,126","$1,726,183","$4,804,741","$0","$3,407,565","$1,893,596","$41,899,340","$3,380,000","$0","$45,279,340","$0","$17,713,216","$62,992,556",
"2023_12_BUTLER_EXPEND_SA","6/30/2023","12","BUTLER","$2,779,281","$1,500,201","$0","$2,113,960","$6,831,000","$722,551","$2,311,404","$2,500","$1,429,643","$5,703,000","$23,393,540","$5,335,000","$0","$28,728,540","$0","$9,675,082","$38,403,622",
"2020_49_JACKSON_EXPEND_SA","6/30/2020","49","JACKSON","$2,808,663","$478,739","$596,085","$2,087,668","$5,994,249","$811,240","$2,223,693","$0","$0","$1,591,979","$16,592,316","$1,301,250","$0","$17,893,566","$0","$5,953,958","$23,847,524",
"2011_21_CLAY_EXPEND_SA","6/30/2011","21","CLAY","$2,274,204","$504,762","$1,779,857","$1,199,463","$4,836,791","$441,425","$1,817,678","$0","$345,000","$1,450,000","$14,649,180","$2,236,494","$0","$16,885,674","$0","$3,812,740","$20,698,414",
"2022_10_BUCHANAN_EXPEND_SA","6/30/2022","10","BUCHANAN","$4,576,544","$1,285,236","$1,041,534","$1,382,748","$8,494,600","$893,319","$1,864,221","$65,300","$971,838","$2,671,920","$23,247,260","$2,366,412","$0","$25,613,672","$0","$5,526,293","$31,139,965",
"2007_72_OSCEOLA_EXPEND_SA","6/30/2007","72","OSCEOLA","$951,347","$155,443","$676,400","$289,689","$2,100,000","$209,095","$647,190","$0","$302,938","$805,114","$6,137,216","$550,371",,"$6,687,587","$0","$2,192,420","$8,880,007",
"2011_84_SIOUX_EXPEND_SA","6/30/2011","84","SIOUX","$3,929,249","$1,476,324","$2,753,912","$1,020,443","$5,846,150","$789,517","$2,141,917","$6,234,750","$882,965","$3,529,100","$28,604,327","$2,319,258","$0","$30,923,585","$0","$3,863,221","$34,786,806",
"2018_19_CHICKASAW_EXPEND_SA","6/30/2018","19","CHICKASAW","$2,177,577","$1,570,622","$860,937","$733,996","$5,542,849","$446,580","$1,593,604","$0","$0","$590,945","$13,517,110","$2,143,453","$0","$15,660,563","$0","$5,040,884","$20,701,447",
"2007_5_AUDUBON_EXPEND_SA","6/30/2007","5","AUDUBON","$942,492","$550,218","$804,500","$482,022","$2,720,965","$268,108","$660,647","$1,235","$406,399","$689,455","$7,526,041","$633,423",,"$8,159,464","$0","$2,525,346","$10,684,810",
"2011_4_APPANOOSE_EXPEND_SA","6/30/2011","4","APPANOOSE","$1,955,640","$792,907","$1,268,212","$1,007,980","$2,993,000","$470,988","$980,643","$0","$194,780","$770,000","$10,434,150","$499,940","$0","$10,934,090","$0","$5,272,369","$16,206,459",
"2019_52_JOHNSON_EXPEND_SA","6/30/2019","52","JOHNSON","$25,857,149","$12,661,567","$7,397,539","$5,642,211","$11,452,927","$3,045,489","$10,183,792","$6,150","$20,871,322","$14,732,379","$111,850,525","$15,323,711","$0","$127,174,236","$0","$23,982,997","$151,157,233",
"2015_52_JOHNSON_EXPEND_SA","6/30/2015","52","JOHNSON","$22,220,196","$9,065,574","$9,723,065","$4,041,941","$9,403,108","$2,304,099","$8,231,713","$79,500","$16,082,017","$16,545,107","$97,696,320","$14,103,015","$0","$111,799,335","$0","$18,135,646","$129,934,981",
"2013_70_MUSCATINE_EXPEND_SA","6/30/2013","70","MUSCATINE","$9,630,152","$1,309,033","$6,684,700","$1,106,367","$5,628,000","$851,397","$2,897,760","$0","$1,585,000","$5,560,000","$35,252,409","$2,124,000","$0","$37,376,409","$0","$5,643,690","$43,020,099",
"2016_85_STORY_EXPEND_SA","6/30/2016","85","STORY","$10,851,503","$2,475,098","$4,711,129","$3,557,696","$6,261,175","$1,794,759","$5,837,812","$0","$1,183,776","$3,052,100","$39,725,048","$3,883,024","$0","$43,608,072","$0","$12,416,594","$56,024,666",
"2020_2_ADAMS_EXPEND_SA","6/30/2020","2","ADAMS","$1,650,574","$223,147","$153,584","$855,671","$3,517,843","$366,628","$930,643","$0","$773,869","$5,000","$8,476,959","$1,154,120","$0","$9,631,079","$0","$2,616,845","$12,247,924",
"2020_13_CALHOUN_EXPEND_SA","6/30/2020","13","CALHOUN","$3,245,705","$1,538,213","$465,909","$1,259,280","$5,457,850","$548,620","$1,607,841","$336,000","$0","$4,509,000","$18,968,418","$1,923,299","$0","$20,891,717","$0","$5,749,874","$26,641,591",
"2005_11_BUENA VISTA_EXPEND_SA","6/30/2005","11","BUENA VISTA","$2,088,913","$1,151,195","$1,330,451","$554,582","$3,461,000","$481,173","$1,064,371","$283,250","$849,641","$1,106,700","$12,371,276","$1,620,499",,"$13,991,775","$0","$3,586,062","$17,577,837",
"2022_23_CLINTON_EXPEND_SA","6/30/2022","23","CLINTON","$9,861,897","$2,205,216","$1,402,993","$2,347,653","$7,854,870","$1,348,518","$4,422,921","$24,000","$2,750,185","$2,235,927","$34,454,180","$2,103,191","$0","$36,557,371","$0","$13,886,684","$50,444,055",
"2015_89_VAN BUREN_EXPEND_SA","6/30/2015","89","VAN BUREN","$1,187,166","$557,382","$212,110","$415,556","$3,366,000","$295,597","$638,552","$3,200","$0","$365,000","$7,040,563","$641,178","$0","$7,681,741","$0","$2,243,127","$9,924,868",
"2023_7_BLACK HAWK_EXPEND_SA","6/30/2023","7","BLACK HAWK","$22,448,615","$7,871,965","$0","$3,288,504","$8,793,977","$2,551,236","$10,240,279","$0","$4,341,265","$9,573,260","$69,109,101","$13,232,892","$0","$82,341,993","$0","$45,572,444","$127,914,437",
"2019_41_HANCOCK_EXPEND_SA","6/30/2019","41","HANCOCK","$2,038,954","$463,042","$468,652","$714,294","$6,644,093","$561,772","$1,343,772","$34,100","$0","$355,000","$12,623,679","$2,414,520","$0","$15,038,199","$0","$4,413,456","$19,451,655",
"2021_88_UNION_EXPEND_SA","6/30/2021","88","UNION","$2,098,070","$501,359","$495,156","$646,458","$3,866,401","$492,584","$1,170,608","$0","$1,937,683","$2,325,543","$13,533,862","$962,119","$0","$14,495,981","$0","$3,491,627","$17,987,608",
"2021_25_DALLAS_EXPEND_SA","6/30/2021","25","DALLAS","$14,802,807","$2,004,189","$3,281,513","$2,825,094","$9,703,774","$2,317,487","$2,241,249","$150,500","$2,322,916","$8,455,000","$48,104,529","$12,674,529","$0","$60,779,058","$0","$20,682,338","$81,461,396",
"2008_89_VAN BUREN_EXPEND_SA","6/30/2008","89","VAN BUREN","$984,033","$389,824","$572,752","$324,269","$2,293,000","$284,024","$574,819","$3,350","$0","$746,500","$6,172,571","$476,382","$0","$6,648,953","$0","$1,598,792","$8,247,745",
"2008_88_UNION_EXPEND_SA","6/30/2008","88","UNION","$1,268,408","$375,968","$1,389,354","$410,428","$2,626,628","$435,656","$825,544","$0","$649,544","$503,130","$8,484,660","$560,810","$0","$9,045,470","$0","$1,224,983","$10,270,453",
"2005_57_LINN_EXPEND_SA","6/30/2005","57","LINN","$17,989,893","$13,420,214","$25,429,567","$4,876,729","$10,140,234","$3,073,734","$8,489,598","$17,905","$1,251,322","$1,924,761","$86,613,957","$5,570,630",,"$92,184,587","$0","$16,333,094","$108,517,681",
"2021_72_OSCEOLA_EXPEND_SA","6/30/2021","72","OSCEOLA","$1,962,056","$255,225","$132,880","$795,747","$4,219,766","$307,566","$1,213,642","$169,195","$353,725","$56,000","$9,465,802","$1,717,162","$0","$11,182,964","$0","$4,143,653","$15,326,617",
"2016_49_JACKSON_EXPEND_SA","6/30/2016","49","JACKSON","$2,263,997","$487,782","$1,188,473","$1,809,889","$5,043,303","$670,154","$1,846,228","$0","$0","$263,685","$13,573,511","$980,000","$0","$14,553,511","$0","$4,695,068","$19,248,579",
"2022_74_PALO ALTO_EXPEND_SA","6/30/2022","74","PALO ALTO","$2,488,677","$410,062","$368,783","$1,617,588","$6,703,314","$535,874","$1,363,328","$0","$1,854,362","$617,000","$15,958,988","$2,660,557","$0","$18,619,545","$0","$6,991,390","$25,610,935",
"2018_24_CRAWFORD_EXPEND_SA","6/30/2018","24","CRAWFORD","$2,601,362","$2,631,510","$639,564","$1,057,156","$7,562,377","$728,640","$1,474,425","$0","$156,682","$1,551,123","$18,402,839","$3,219,500","$0","$21,622,339","$0","$6,548,887","$28,171,226",
"2010_39_GUTHRIE_EXPEND_SA","6/30/2010","39","GUTHRIE","$1,122,895","$1,341,936","$1,490,575","$1,222,118","$4,860,891","$408,618","$1,135,647","$0","$435,000","$870,000","$12,887,680","$1,459,225","$0","$14,346,905","$0","$2,080,868","$16,427,773",
"2025_56_LEE_EXPEND_SA","6/30/2025","56","LEE","$14,091,193","$5,461,891","$0","$2,439,932","$8,714,144","$1,395,957","$5,592,466","$78,510","$1,090,045","$1,640,630","$40,504,768","$2,900,799","$0","$43,405,567","$0","$10,689,680","$54,095,247",
"2010_56_LEE_EXPEND_SA","6/30/2010","56","LEE","$3,847,663","$3,966,799","$4,983,011","$1,576,504","$3,910,642","$931,450","$2,278,223","$62,000","$746,888","$2,479,954","$24,783,134","$1,210,000","$0","$25,993,134","$0","$5,973,870","$31,967,004",
"2006_44_HENRY_EXPEND_SA","6/30/2006","44","HENRY","$2,216,148","$785,737","$2,295,595","$752,630","$3,545,550","$665,137","$1,017,520","$44,800","$0","$1,129,347","$12,452,464","$856,920",,"$13,309,384","$0","$2,431,098","$15,740,482",
"2022_53_JONES_EXPEND_SA","6/30/2022","53","JONES","$3,529,620","$911,044","$900,027","$1,793,630","$8,082,747","$883,483","$2,050,876","$274,577","$0","$1,195,000","$19,621,004","$2,579,748","$0","$22,200,752","$0","$7,129,780","$29,330,532",
"2023_86_TAMA_EXPEND_SA","6/30/2023","86","TAMA","$4,898,900","$2,118,708","$0","$1,200,367","$9,285,090","$709,059","$7,947,475","$10,500","$930,985","$3,797,000","$30,898,084","$3,951,336","$0","$34,849,420","$0","$7,300,244","$42,149,664",
"2010_6_BENTON_EXPEND_SA","6/30/2010","6","BENTON","$4,500,530","$851,413","$2,158,008","$1,763,865","$6,304,777","$627,560","$1,539,662","$0","$0","$6,848,838","$24,594,653","$3,453,379","$0","$28,048,032","$0","$3,920,025","$31,968,057",
"2016_76_POCAHONTAS_EXPEND_SA","6/30/2016","76","POCAHONTAS","$2,080,710","$1,523,586","$490,090","$1,115,077","$4,336,766","$375,975","$1,594,007","$10,385","$14,000","$418,353","$11,958,949","$1,090,000","$0","$13,048,949","$0","$9,820,550","$22,869,499",
"2025_20_CLARKE_EXPEND_SA","6/30/2025","20","CLARKE","$2,950,139","$673,054","$0","$434,482","$4,925,140","$766,928","$1,406,470","$0","$316,142","$485,000","$11,957,355","$925,723","$0","$12,883,078","$0","$2,369,431","$15,252,509",
"2013_6_BENTON_EXPEND_SA","6/30/2013","6","BENTON","$3,843,594","$838,611","$2,374,649","$2,796,162","$6,448,500","$861,378","$1,742,943","$165,000","$100,650","$1,820,000","$20,991,487","$3,267,584","$0","$24,259,071","$0","$6,588,341","$30,847,412",
"2012_23_CLINTON_EXPEND_SA","6/30/2012","23","CLINTON","$7,906,674","$1,696,034","$9,383,112","$1,941,879","$6,399,050","$1,365,294","$3,501,982","$170,000","$1,382,948","$2,928,584","$36,675,557","$2,210,686","$0","$38,886,243","$0","$4,894,151","$43,780,394",
"2017_88_UNION_EXPEND_SA","6/30/2017","88","UNION","$1,796,795","$516,107","$1,219,018","$3,587,951","$3,769,790","$589,496","$995,869","$0","$1,426,156","$829,650","$14,730,832","$927,427","$0","$15,658,259","$0","$1,949,088","$17,607,347",
"2026_63_MARION_EXPEND_SA","6/30/2026","63","MARION","$7,062,523","$2,051,234","$0","$2,816,804","$10,480,435","$1,288,781","$5,988,536","$0","$1,207,064","$5,035,000","$35,930,377","$2,902,820","$0","$38,833,197","$0","$10,190,350","$49,023,547",
"2023_91_WARREN_EXPEND_SA","6/30/2023","91","WARREN","$9,263,770","$2,982,343","$0","$2,199,163","$11,937,450","$1,181,055","$4,512,275","$0","$3,412,250","$905,000","$36,393,306","$3,385,000","$0","$39,778,306","$0","$21,125,710","$60,904,016",
